Order_ID,Order_Date,Customer_ID,Gender,Age,City,Category,Product_Name,Quantity,Price,Discount,Total_Sales,Payment_Method,Rating,Delivery_Status
ORD01431,2025-01-25,C1950,Male,43,Delhi,Bottom,Jeans,2,799,0,1598.0,UPI,3.6,Cancelled
ORD01432,2025-11-26,C1181,Female,49,Mumbai,Accessories,Scarf,1,999,10,899.1,Card,4.9,Returned
ORD01433,2025-12-11,C1067,Male,43,Hyderabad,Top,Crop Top,1,1499,10,1349.1,Cash,3.9,Cancelled
ORD01434,2025-05-05,C1900,Female,26,Delhi,Top,Crop Top,3,1499,10,4047.3,Net Banking,3.7,Delivered
ORD01435,2025-07-19,C1298,Female,28,Delhi,Dress,Maxi Dress,3,499,15,1272.45,Cash,4.8,Returned
ORD01436,2025-07-08,C1348,Male,36,Mumbai,Dress,Floral Dress,4,2999,5,11396.2,UPI,4.6,Cancelled
ORD01437,2025-05-29,C1525,Male,32,Chennai,Dress,Maxi Dress,4,999,15,3396.6,UPI,4.7,Returned
ORD01438,2025-03-10,C1476,Male,39,Pune,Top,Crop Top,2,2999,10,5398.2,Cash,4.0,Cancelled
ORD01439,2025-07-01,C1198,Female,55,Delhi,Dress,Maxi Dress,2,799,5,1518.1,UPI,3.8,Returned
ORD01440,2025-08-21,C1538,Female,25,Hyderabad,Top,T-Shirt,1,499,0,499.0,UPI,4.6,Cancelled
ORD01441,2025-03-10,C1414,Female,32,Pune,Top,T-Shirt,1,2499,5,2374.05,Net Banking,4.2,Delivered
ORD01442,2025-02-18,C1472,Female,53,Chennai,Dress,Floral Dress,4,2999,10,10796.4,UPI,5.0,Delivered
ORD01443,2025-06-21,C1797,Female,25,Hyderabad,Top,T-Shirt,1,2999,0,2999.0,Card,4.4,Cancelled
ORD01444,2025-11-23,C1719,Female,34,Chennai,Accessories,Handbag,2,2499,15,4248.3,Cash,4.0,Cancelled
ORD01445,2025-07-20,C1376,Female,26,Pune,Dress,Kurti,4,499,20,1596.8,UPI,4.5,Returned
ORD01446,2025-10-22,C1293,Male,52,Delhi,Accessories,Handbag,1,2999,20,2399.2,Card,4.5,Delivered
ORD01447,2025-07-28,C1199,Male,28,Mumbai,Shoes,Sandals,4,999,0,3996.0,Card,4.4,Delivered
ORD01448,2025-02-17,C1261,Male,36,Mumbai,Top,Shirt,3,999,10,2697.3,Net Banking,4.1,Cancelled
ORD01449,2025-07-22,C1438,Female,20,Hyderabad,Dress,Maxi Dress,1,2999,10,2699.1,UPI,3.9,Delivered
ORD01450,2025-01-29,C1532,Male,41,Bengaluru,Top,Shirt,1,499,5,474.05,Net Banking,4.8,Cancelled
ORD01451,2025-04-19,C1102,Male,31,Delhi,Dress,Floral Dress,4,799,15,2716.6,Cash,3.6,Returned
ORD01452,2025-11-17,C1867,Female,45,Hyderabad,Dress,Maxi Dress,2,1499,20,2398.4,Card,3.7,Cancelled
ORD01453,2025-06-05,C1917,Male,51,Bengaluru,Top,Crop Top,3,999,0,2997.0,Card,3.7,Returned
ORD01454,2025-09-28,C1139,Female,20,Mumbai,Bottom,Jeans,4,2999,20,9596.8,Card,4.6,Cancelled
ORD01455,2025-08-20,C1707,Male,21,Hyderabad,Bottom,Trousers,1,499,0,499.0,Cash,4.5,Cancelled
ORD01456,2025-04-04,C1957,Male,46,Delhi,Accessories,Scarf,1,2999,10,2699.1,Card,3.9,Returned
ORD01457,2025-07-12,C1890,Female,53,Chennai,Accessories,Scarf,4,2999,20,9596.8,Net Banking,4.4,Delivered
ORD01458,2025-11-23,C1974,Male,27,Delhi,Accessories,Watch,2,1999,10,3598.2,UPI,4.4,Returned
ORD01459,2025-04-10,C1976,Male,30,Pune,Dress,Kurti,3,1999,20,4797.6,Card,4.7,Delivered
ORD01460,2025-01-29,C1417,Male,53,Bengaluru,Bottom,Jeans,4,1499,20,4796.8,Card,4.3,Returned
ORD01461,2025-04-21,C1316,Male,51,Hyderabad,Dress,Maxi Dress,4,499,15,1696.6,Card,3.8,Returned
ORD01462,2025-10-15,C1775,Male,36,Pune,Accessories,Watch,2,1999,5,3798.1,Cash,4.5,Returned
ORD01463,2025-03-17,C1415,Female,52,Chennai,Dress,Floral Dress,4,999,0,3996.0,Card,4.3,Returned
ORD01464,2025-11-19,C1074,Male,18,Hyderabad,Bottom,Jeans,4,1999,15,6796.6,Net Banking,4.0,Returned
ORD01465,2025-06-10,C1585,Female,25,Delhi,Dress,Kurti,2,2999,5,5698.1,Card,4.7,Returned
ORD01466,2025-06-09,C1870,Female,20,Pune,Shoes,Sandals,2,799,20,1278.4,Card,4.7,Returned
ORD01467,2025-07-20,C1929,Female,22,Pune,Top,T-Shirt,1,2499,20,1999.2,UPI,4.2,Returned
ORD01468,2025-06-21,C1843,Male,21,Pune,Accessories,Handbag,1,499,5,474.05,Net Banking,4.7,Cancelled
ORD01469,2025-02-07,C1878,Female,21,Bengaluru,Dress,Kurti,3,499,10,1347.3,Net Banking,4.4,Delivered
ORD01470,2025-01-26,C1747,Female,32,Chennai,Accessories,Handbag,4,2499,15,8496.6,Cash,4.4,Returned
ORD01471,2025-03-25,C1059,Female,26,Chennai,Dress,Maxi Dress,4,1499,20,4796.8,Net Banking,3.9,Returned
ORD01472,2025-02-17,C1763,Female,48,Bengaluru,Top,Crop Top,2,999,0,1998.0,UPI,4.3,Delivered
ORD01473,2025-09-26,C1690,Female,22,Mumbai,Accessories,Scarf,1,2999,10,2699.1,Card,3.5,Delivered
ORD01474,2025-03-29,C1207,Female,43,Pune,Shoes,Sneakers,1,799,10,719.1,Net Banking,4.0,Cancelled
ORD01475,2025-02-10,C1617,Male,18,Bengaluru,Dress,Maxi Dress,1,799,5,759.05,UPI,4.5,Delivered
ORD01476,2025-10-21,C1999,Female,42,Pune,Shoes,Sneakers,3,799,15,2037.45,Card,4.2,Delivered
ORD01477,2025-03-28,C1885,Female,21,Mumbai,Shoes,Sneakers,3,999,10,2697.3,Net Banking,4.4,Returned
ORD01478,2025-01-28,C1242,Female,31,Chennai,Accessories,Handbag,1,1499,10,1349.1,Cash,3.9,Delivered
ORD01479,2025-09-13,C1683,Male,29,Pune,Shoes,Heels,1,799,15,679.15,UPI,4.6,Delivered
ORD01480,2025-08-03,C1175,Female,49,Chennai,Dress,Maxi Dress,2,499,5,948.1,Net Banking,3.9,Delivered
ORD01481,2025-12-15,C1326,Female,19,Delhi,Shoes,Sneakers,2,499,20,798.4,Card,3.8,Cancelled
ORD01482,2025-11-22,C1438,Female,25,Bengaluru,Shoes,Sandals,1,1499,20,1199.2,Net Banking,4.3,Cancelled
ORD01483,2025-03-17,C1880,Male,41,Pune,Dress,Maxi Dress,4,799,15,2716.6,Net Banking,4.3,Cancelled
ORD01484,2025-06-17,C1690,Male,23,Bengaluru,Top,T-Shirt,2,799,5,1518.1,Cash,4.4,Delivered
ORD01485,2025-03-18,C1750,Male,51,Chennai,Bottom,Trousers,4,499,10,1796.4,Card,4.1,Delivered
ORD01486,2025-11-01,C1977,Male,53,Hyderabad,Accessories,Handbag,3,1999,15,5097.45,Cash,5.0,Delivered
ORD01487,2025-03-23,C1129,Male,39,Pune,Shoes,Sandals,3,2999,20,7197.6,Card,4.8,Cancelled
ORD01488,2025-06-02,C1903,Female,50,Hyderabad,Accessories,Watch,3,1999,10,5397.3,UPI,4.5,Cancelled
ORD01489,2025-01-19,C1711,Female,23,Delhi,Dress,Maxi Dress,3,1499,20,3597.6,Card,4.3,Delivered
ORD01490,2025-12-03,C1191,Male,46,Delhi,Accessories,Watch,4,1499,15,5096.6,Net Banking,3.8,Delivered
ORD01491,2025-07-16,C1554,Male,54,Bengaluru,Accessories,Handbag,4,1499,20,4796.8,Net Banking,4.3,Cancelled
ORD01492,2025-01-20,C1809,Female,51,Pune,Top,T-Shirt,3,1999,20,4797.6,Net Banking,3.8,Cancelled
ORD01493,2025-01-16,C1679,Female,42,Bengaluru,Top,Crop Top,2,999,0,1998.0,Cash,4.5,Cancelled
ORD01494,2025-10-05,C1180,Female,41,Delhi,Shoes,Sandals,1,499,0,499.0,Cash,3.8,Delivered
ORD01495,2025-06-30,C1846,Female,29,Chennai,Accessories,Watch,4,1999,15,6796.6,Card,3.8,Cancelled
ORD01496,2025-04-24,C1887,Male,52,Hyderabad,Top,Crop Top,3,2999,15,7647.45,UPI,4.7,Returned
ORD01497,2025-06-22,C1739,Female,29,Delhi,Shoes,Sneakers,3,499,10,1347.3,Net Banking,3.8,Delivered
ORD01498,2025-04-24,C1351,Female,24,Mumbai,Accessories,Handbag,4,1999,5,7596.2,UPI,4.8,Cancelled
ORD01499,2025-07-17,C1972,Female,19,Hyderabad,Shoes,Heels,3,499,15,1272.45,Cash,4.3,Returned
ORD01500,2025-11-16,C1122,Male,25,Bengaluru,Bottom,Leggings,2,499,5,948.1,Net Banking,4.0,Delivered
ORD01501,2025-01-20,C1088,Female,31,Bengaluru,Dress,Floral Dress,3,1999,5,5697.15,Cash,3.9,Delivered
ORD01502,2025-04-14,C1109,Male,29,Delhi,Bottom,Leggings,4,499,10,1796.4,Card,4.7,Returned
ORD01503,2025-06-12,C1046,Male,35,Mumbai,Shoes,Sandals,1,799,15,679.15,UPI,4.2,Returned
ORD01504,2025-09-28,C1970,Male,55,Hyderabad,Dress,Floral Dress,3,799,15,2037.45,Net Banking,4.1,Cancelled
ORD01505,2025-07-04,C1132,Male,50,Hyderabad,Dress,Kurti,2,2999,15,5098.3,Cash,3.5,Returned
ORD01506,2025-06-16,C1884,Female,46,Hyderabad,Top,T-Shirt,3,1999,15,5097.45,Net Banking,4.1,Returned
ORD01507,2025-12-09,C1286,Female,55,Bengaluru,Bottom,Jeans,2,1499,10,2698.2,Cash,4.3,Returned
ORD01508,2025-11-11,C1932,Male,23,Chennai,Accessories,Watch,2,1999,5,3798.1,Net Banking,4.0,Returned
ORD01509,2025-06-07,C1381,Male,55,Chennai,Dress,Floral Dress,1,499,0,499.0,Card,3.7,Delivered
ORD01510,2025-02-05,C1213,Male,38,Delhi,Top,T-Shirt,1,2999,10,2699.1,Net Banking,4.8,Delivered
ORD01511,2025-05-26,C1310,Female,51,Hyderabad,Accessories,Handbag,4,1999,5,7596.2,Net Banking,4.5,Returned
ORD01512,2025-12-20,C1959,Male,45,Bengaluru,Accessories,Scarf,4,799,15,2716.6,Net Banking,4.9,Cancelled
ORD01513,2025-09-21,C1756,Male,41,Delhi,Bottom,Trousers,4,799,0,3196.0,Card,3.7,Delivered
ORD01514,2025-02-24,C1754,Male,30,Pune,Accessories,Handbag,2,2499,20,3998.4,Card,4.7,Delivered
ORD01515,2025-01-31,C1386,Male,23,Hyderabad,Accessories,Handbag,1,2499,10,2249.1,Card,4.4,Returned
ORD01516,2025-01-13,C1545,Male,48,Bengaluru,Bottom,Leggings,2,799,20,1278.4,UPI,4.2,Cancelled
ORD01517,2025-05-14,C1764,Female,53,Chennai,Shoes,Sneakers,2,999,15,1698.3,Cash,4.2,Returned
ORD01518,2025-06-16,C1145,Male,50,Chennai,Top,Shirt,2,2999,20,4798.4,Net Banking,4.9,Returned
ORD01519,2025-04-04,C1735,Female,25,Chennai,Accessories,Handbag,1,1499,0,1499.0,Net Banking,4.3,Delivered
ORD01520,2025-04-22,C1948,Male,19,Delhi,Dress,Maxi Dress,2,799,15,1358.3,Card,4.7,Delivered
ORD01521,2025-02-21,C1750,Female,38,Chennai,Top,Crop Top,2,2499,15,4248.3,UPI,4.8,Cancelled
ORD01522,2025-07-06,C1719,Male,54,Hyderabad,Bottom,Jeans,2,799,5,1518.1,Card,4.0,Returned
ORD01523,2025-11-27,C1474,Female,32,Mumbai,Accessories,Watch,3,1499,0,4497.0,Net Banking,4.2,Returned
ORD01524,2025-09-13,C1625,Male,29,Bengaluru,Top,T-Shirt,3,999,10,2697.3,Net Banking,4.4,Delivered
ORD01525,2025-06-19,C1252,Female,51,Bengaluru,Top,Crop Top,2,1499,0,2998.0,UPI,3.7,Delivered
ORD01526,2025-09-23,C1248,Male,27,Pune,Shoes,Sandals,3,799,20,1917.6,UPI,4.9,Delivered
ORD01527,2025-01-23,C1271,Female,47,Hyderabad,Bottom,Leggings,1,1999,5,1899.05,Net Banking,3.8,Returned
ORD01528,2025-05-02,C1652,Female,21,Pune,Top,Crop Top,3,2499,20,5997.6,Card,4.0,Delivered
ORD01529,2025-10-21,C1328,Male,47,Pune,Bottom,Leggings,2,1499,0,2998.0,Cash,4.7,Delivered
ORD01530,2025-03-27,C1797,Female,19,Pune,Top,Crop Top,1,499,5,474.05,Cash,4.5,Delivered
ORD01531,2025-01-03,C1590,Female,48,Pune,Shoes,Heels,2,499,20,798.4,Card,4.7,Cancelled
ORD01532,2025-01-25,C1648,Male,27,Pune,Accessories,Watch,1,1999,0,1999.0,Card,3.7,Delivered
ORD01533,2025-03-13,C1054,Male,23,Pune,Dress,Kurti,4,1499,15,5096.6,UPI,4.6,Returned
ORD01534,2025-01-17,C1457,Male,39,Chennai,Shoes,Sneakers,2,799,0,1598.0,Net Banking,3.7,Delivered
ORD01535,2025-08-09,C1389,Female,31,Hyderabad,Top,Crop Top,2,499,10,898.2,UPI,4.4,Cancelled
ORD01536,2025-05-25,C1180,Male,23,Delhi,Top,Shirt,3,2999,20,7197.6,UPI,3.7,Cancelled
ORD01537,2025-06-17,C1137,Male,36,Bengaluru,Shoes,Sandals,2,999,0,1998.0,Card,4.4,Delivered
ORD01538,2025-02-03,C1829,Male,31,Chennai,Accessories,Handbag,3,999,15,2547.45,Cash,4.8,Delivered
ORD01539,2025-08-21,C1121,Male,35,Mumbai,Accessories,Watch,1,2999,0,2999.0,Net Banking,3.8,Returned
ORD01540,2025-03-08,C1217,Male,34,Pune,Accessories,Watch,3,1499,10,4047.3,Card,4.6,Delivered
ORD01541,2025-03-24,C1490,Male,53,Bengaluru,Top,Shirt,1,1499,0,1499.0,Cash,4.0,Delivered
ORD01542,2025-10-30,C1022,Female,32,Mumbai,Top,Crop Top,1,1499,0,1499.0,Card,4.1,Returned
ORD01543,2025-03-23,C1847,Male,32,Chennai,Accessories,Scarf,1,999,10,899.1,Cash,3.9,Delivered
ORD01544,2025-07-27,C1979,Female,54,Chennai,Top,T-Shirt,1,499,20,399.2,Net Banking,4.0,Returned
ORD01545,2025-06-28,C1380,Female,45,Mumbai,Shoes,Heels,1,999,15,849.15,Card,4.4,Returned
ORD01546,2025-01-02,C1113,Male,53,Pune,Shoes,Sneakers,2,2999,10,5398.2,UPI,4.2,Cancelled
ORD01547,2025-02-21,C1460,Female,35,Pune,Dress,Floral Dress,2,499,15,848.3,Net Banking,4.3,Delivered
ORD01548,2025-12-10,C1375,Female,24,Mumbai,Shoes,Sandals,1,1999,0,1999.0,UPI,4.3,Cancelled
ORD01549,2025-01-22,C1418,Female,24,Mumbai,Dress,Maxi Dress,1,1499,0,1499.0,UPI,3.8,Returned
ORD01550,2025-09-29,C1976,Female,49,Delhi,Top,Shirt,1,499,10,449.1,Card,4.0,Returned
ORD01551,2025-04-04,C1357,Female,46,Bengaluru,Top,T-Shirt,2,499,0,998.0,Net Banking,4.3,Cancelled
ORD01552,2025-06-20,C1203,Male,43,Mumbai,Bottom,Leggings,1,799,0,799.0,Net Banking,4.3,Returned
ORD01553,2025-10-27,C1065,Male,26,Chennai,Shoes,Heels,4,2999,5,11396.2,Net Banking,3.6,Delivered
ORD01554,2025-06-09,C1988,Female,55,Pune,Dress,Floral Dress,3,1499,15,3822.45,UPI,4.1,Delivered
ORD01555,2025-05-10,C1038,Male,34,Hyderabad,Dress,Maxi Dress,4,2499,15,8496.6,Card,3.7,Cancelled
ORD01556,2025-12-08,C1724,Male,38,Mumbai,Accessories,Handbag,3,1999,0,5997.0,UPI,4.0,Returned
ORD01557,2025-11-03,C1841,Female,43,Hyderabad,Accessories,Scarf,1,2999,20,2399.2,Net Banking,3.9,Cancelled
ORD01558,2025-12-17,C1123,Female,42,Hyderabad,Top,Crop Top,1,799,15,679.15,Cash,4.4,Delivered
ORD01559,2025-01-26,C1496,Female,54,Delhi,Shoes,Heels,1,799,5,759.05,Card,4.2,Delivered
ORD01560,2025-09-21,C1685,Female,55,Hyderabad,Top,Shirt,4,799,5,3036.2,UPI,4.6,Cancelled
ORD01561,2025-08-09,C1868,Male,19,Mumbai,Shoes,Sneakers,1,2499,10,2249.1,Net Banking,3.7,Delivered
ORD01562,2025-03-23,C1676,Male,34,Pune,Accessories,Watch,2,499,0,998.0,UPI,4.1,Delivered
ORD01563,2025-08-16,C1985,Male,52,Hyderabad,Bottom,Trousers,4,799,0,3196.0,Cash,3.6,Cancelled
ORD01564,2025-06-05,C1547,Male,28,Pune,Accessories,Handbag,1,1999,15,1699.15,Net Banking,4.8,Returned
ORD01565,2025-07-11,C1448,Male,52,Mumbai,Accessories,Scarf,2,1999,15,3398.3,UPI,5.0,Delivered
ORD01566,2025-12-08,C1095,Male,30,Bengaluru,Bottom,Trousers,1,1499,15,1274.15,UPI,4.0,Returned
ORD01567,2025-09-19,C1912,Female,55,Delhi,Accessories,Watch,1,2999,0,2999.0,Card,4.9,Cancelled
ORD01568,2025-12-10,C1952,Female,21,Delhi,Shoes,Sandals,2,1499,15,2548.3,UPI,4.4,Cancelled
ORD01569,2025-08-05,C1115,Female,45,Pune,Bottom,Jeans,1,999,0,999.0,Net Banking,4.7,Cancelled
ORD01570,2025-06-20,C1740,Female,40,Pune,Top,T-Shirt,4,999,20,3196.8,Net Banking,4.3,Cancelled
ORD01571,2025-08-04,C1718,Female,42,Bengaluru,Shoes,Sneakers,3,2499,0,7497.0,Card,4.8,Cancelled
ORD01572,2025-06-09,C1155,Male,46,Pune,Bottom,Trousers,4,499,10,1796.4,Card,4.2,Cancelled
ORD01573,2025-07-02,C1593,Male,44,Delhi,Bottom,Jeans,4,799,5,3036.2,Card,5.0,Delivered
ORD01574,2025-12-23,C1513,Male,20,Bengaluru,Accessories,Scarf,2,999,20,1598.4,Card,4.1,Returned
ORD01575,2025-10-22,C1069,Female,19,Hyderabad,Shoes,Heels,2,2999,20,4798.4,UPI,4.2,Delivered
ORD01576,2025-05-08,C1366,Male,31,Chennai,Bottom,Jeans,2,2999,0,5998.0,Net Banking,4.4,Delivered
ORD01577,2025-06-24,C1191,Male,20,Delhi,Top,T-Shirt,4,2499,15,8496.6,Cash,4.8,Cancelled
ORD01578,2025-07-04,C1928,Female,37,Bengaluru,Accessories,Handbag,4,999,0,3996.0,Card,4.9,Returned
ORD01579,2025-04-09,C1713,Female,35,Pune,Dress,Kurti,1,1499,10,1349.1,Net Banking,4.5,Returned
ORD01580,2025-03-06,C1716,Female,52,Hyderabad,Dress,Maxi Dress,4,2499,0,9996.0,UPI,4.7,Cancelled
ORD01581,2025-10-10,C1148,Male,35,Pune,Accessories,Scarf,1,2999,15,2549.15,Net Banking,4.2,Returned
ORD01582,2025-11-15,C1189,Female,42,Delhi,Shoes,Sandals,1,2999,5,2849.05,Net Banking,4.8,Cancelled
ORD01583,2025-11-13,C1562,Female,37,Hyderabad,Accessories,Scarf,2,2499,20,3998.4,Net Banking,4.1,Cancelled
ORD01584,2025-06-10,C1822,Male,25,Pune,Bottom,Trousers,1,999,10,899.1,Card,4.4,Cancelled
ORD01585,2025-05-07,C1713,Female,20,Delhi,Accessories,Scarf,2,499,15,848.3,UPI,5.0,Delivered
ORD01586,2025-11-02,C1550,Female,31,Bengaluru,Shoes,Sneakers,4,2499,0,9996.0,Cash,3.8,Delivered
ORD01587,2025-06-17,C1381,Male,42,Bengaluru,Shoes,Sandals,2,499,20,798.4,UPI,4.4,Delivered
ORD01588,2025-10-25,C1256,Male,21,Delhi,Dress,Kurti,3,2999,5,8547.15,Net Banking,3.9,Returned
ORD01589,2025-06-17,C1808,Female,34,Mumbai,Bottom,Trousers,4,1499,15,5096.6,UPI,4.1,Returned
ORD01590,2025-01-15,C1584,Female,37,Delhi,Bottom,Leggings,3,1499,15,3822.45,Card,4.0,Delivered
ORD01591,2025-07-09,C1264,Female,42,Mumbai,Accessories,Scarf,1,1499,5,1424.05,Card,3.9,Returned
ORD01592,2025-06-21,C1618,Female,32,Pune,Bottom,Trousers,3,499,0,1497.0,UPI,4.1,Cancelled
ORD01593,2025-04-03,C1986,Female,45,Bengaluru,Shoes,Sneakers,2,499,5,948.1,Net Banking,3.7,Returned
ORD01594,2025-02-23,C1080,Male,35,Chennai,Shoes,Sneakers,3,1999,0,5997.0,UPI,4.1,Delivered
ORD01595,2025-01-31,C1006,Male,24,Bengaluru,Bottom,Trousers,3,1999,20,4797.6,Net Banking,4.5,Returned
ORD01596,2025-11-01,C1903,Female,46,Pune,Shoes,Sandals,2,799,0,1598.0,Cash,3.8,Returned
ORD01597,2025-11-23,C1831,Female,22,Mumbai,Top,Crop Top,4,2999,10,10796.4,UPI,4.8,Delivered
ORD01598,2025-08-09,C1354,Female,52,Pune,Dress,Floral Dress,3,799,15,2037.45,Net Banking,4.0,Cancelled
ORD01599,2025-03-31,C1317,Male,25,Chennai,Bottom,Trousers,2,999,10,1798.2,Card,4.9,Cancelled
ORD01600,2025-12-13,C1967,Female,34,Delhi,Bottom,Leggings,3,2999,10,8097.3,Cash,3.6,Returned
ORD01601,2025-02-09,C1114,Male,30,Mumbai,Shoes,Heels,2,2999,5,5698.1,Net Banking,4.8,Returned
ORD01602,2025-02-13,C1461,Female,43,Mumbai,Accessories,Scarf,4,2499,20,7996.8,Card,4.6,Cancelled
ORD01603,2025-10-12,C1551,Female,28,Pune,Bottom,Trousers,2,1499,5,2848.1,Net Banking,3.5,Returned
ORD01604,2025-07-18,C1985,Male,20,Delhi,Dress,Kurti,1,2999,0,2999.0,Cash,4.4,Cancelled
ORD01605,2025-10-07,C1515,Male,35,Hyderabad,Top,T-Shirt,4,1999,5,7596.2,Card,4.0,Returned
ORD01606,2025-07-22,C1451,Female,50,Delhi,Top,Shirt,1,499,0,499.0,UPI,4.3,Returned
ORD01607,2025-07-04,C1267,Female,45,Pune,Bottom,Jeans,3,999,10,2697.3,Card,4.9,Cancelled
ORD01608,2025-08-19,C1721,Male,18,Chennai,Bottom,Trousers,1,1499,20,1199.2,Cash,4.4,Delivered
ORD01609,2025-09-20,C1676,Female,52,Chennai,Accessories,Handbag,2,1999,15,3398.3,Net Banking,4.9,Cancelled
ORD01610,2025-03-21,C1906,Male,37,Delhi,Accessories,Scarf,4,1999,20,6396.8,Net Banking,4.3,Cancelled
ORD01611,2025-05-10,C1385,Male,20,Pune,Top,Shirt,1,999,15,849.15,Net Banking,4.5,Cancelled
ORD01612,2025-11-29,C1231,Female,28,Hyderabad,Bottom,Jeans,3,799,5,2277.15,Card,4.7,Delivered
ORD01613,2025-07-20,C1942,Male,54,Mumbai,Accessories,Handbag,2,499,20,798.4,Card,4.2,Cancelled
ORD01614,2025-03-01,C1015,Male,32,Mumbai,Accessories,Handbag,2,799,5,1518.1,UPI,3.7,Delivered
ORD01615,2025-01-24,C1931,Male,50,Chennai,Dress,Kurti,4,1499,15,5096.6,Net Banking,4.1,Cancelled
ORD01616,2025-04-07,C1381,Female,23,Delhi,Shoes,Sneakers,1,1999,0,1999.0,UPI,4.7,Cancelled
ORD01617,2025-02-13,C1603,Male,48,Delhi,Top,Crop Top,3,999,5,2847.15,Net Banking,4.5,Cancelled
ORD01618,2025-10-29,C1323,Male,20,Pune,Top,T-Shirt,3,999,15,2547.45,Card,4.8,Cancelled
ORD01619,2025-05-23,C1966,Female,55,Bengaluru,Dress,Maxi Dress,4,799,0,3196.0,Net Banking,4.1,Delivered
ORD01620,2025-12-09,C1399,Female,35,Pune,Bottom,Jeans,1,1499,15,1274.15,UPI,5.0,Delivered
ORD01621,2025-12-27,C1860,Male,36,Pune,Shoes,Heels,3,2999,0,8997.0,Net Banking,4.6,Cancelled
ORD01622,2025-11-13,C1480,Male,51,Hyderabad,Bottom,Jeans,4,1999,20,6396.8,UPI,3.9,Returned
ORD01623,2025-10-11,C1144,Female,52,Chennai,Accessories,Handbag,4,1499,20,4796.8,Net Banking,3.8,Delivered
ORD01624,2025-10-04,C1443,Male,48,Hyderabad,Shoes,Sandals,4,2999,0,11996.0,Net Banking,4.3,Cancelled
ORD01625,2025-07-05,C1464,Male,54,Bengaluru,Dress,Maxi Dress,1,999,20,799.2,Net Banking,4.1,Delivered
ORD01626,2025-12-26,C1782,Female,47,Chennai,Accessories,Handbag,2,499,0,998.0,Card,3.7,Returned
ORD01627,2025-10-20,C1377,Male,22,Bengaluru,Dress,Maxi Dress,1,1999,0,1999.0,Cash,4.6,Returned
ORD01628,2025-12-28,C1092,Male,49,Delhi,Accessories,Watch,1,1499,15,1274.15,Net Banking,4.2,Cancelled
ORD01629,2025-02-17,C1623,Female,26,Bengaluru,Top,T-Shirt,1,1999,20,1599.2,Cash,3.7,Delivered
ORD01630,2025-08-19,C1054,Female,41,Delhi,Top,T-Shirt,4,999,20,3196.8,Card,4.4,Delivered
ORD01631,2025-01-24,C1326,Female,50,Mumbai,Accessories,Watch,3,999,15,2547.45,UPI,4.8,Cancelled
ORD01632,2025-01-10,C1960,Male,22,Chennai,Top,T-Shirt,3,1499,0,4497.0,Net Banking,4.6,Delivered
ORD01633,2025-03-11,C1285,Female,29,Hyderabad,Bottom,Leggings,3,499,15,1272.45,Card,3.8,Cancelled
ORD01634,2025-09-24,C1667,Male,28,Chennai,Accessories,Watch,3,499,0,1497.0,Cash,3.6,Cancelled
ORD01635,2025-10-05,C1946,Female,18,Bengaluru,Shoes,Sneakers,1,799,15,679.15,UPI,3.6,Delivered
ORD01636,2025-01-01,C1625,Male,47,Pune,Bottom,Trousers,1,499,0,499.0,UPI,4.4,Returned
ORD01637,2025-04-27,C1969,Female,21,Hyderabad,Top,Shirt,1,2499,0,2499.0,Card,4.6,Delivered
ORD01638,2025-12-15,C1015,Male,48,Delhi,Dress,Floral Dress,4,499,15,1696.6,UPI,4.4,Cancelled
ORD01639,2025-11-27,C1144,Female,44,Hyderabad,Accessories,Watch,3,2499,10,6747.3,Card,3.8,Returned
ORD01640,2025-07-31,C1856,Male,50,Mumbai,Bottom,Jeans,3,999,15,2547.45,Net Banking,4.6,Delivered
ORD01641,2025-06-20,C1046,Male,40,Hyderabad,Bottom,Trousers,1,799,0,799.0,Net Banking,3.6,Delivered
ORD01642,2025-07-04,C1448,Female,51,Mumbai,Top,T-Shirt,4,999,5,3796.2,Cash,5.0,Delivered
ORD01643,2025-08-11,C1039,Female,46,Mumbai,Shoes,Sandals,1,1499,10,1349.1,Card,5.0,Cancelled
ORD01644,2025-06-12,C1819,Male,42,Chennai,Bottom,Leggings,2,1999,10,3598.2,Cash,5.0,Returned
ORD01645,2025-08-16,C1949,Female,21,Bengaluru,Top,Crop Top,1,999,10,899.1,Cash,3.6,Returned
ORD01646,2025-03-23,C1210,Male,18,Hyderabad,Accessories,Watch,3,499,10,1347.3,UPI,4.9,Cancelled
ORD01647,2025-06-08,C1748,Male,24,Mumbai,Bottom,Leggings,1,499,15,424.15,UPI,4.4,Delivered
ORD01648,2025-01-10,C1145,Female,36,Chennai,Dress,Maxi Dress,4,499,20,1596.8,Net Banking,5.0,Cancelled
ORD01649,2025-11-14,C1379,Male,38,Delhi,Shoes,Sneakers,2,799,0,1598.0,UPI,4.1,Cancelled
ORD01650,2025-06-10,C1803,Female,21,Pune,Top,T-Shirt,1,2499,5,2374.05,Card,3.8,Returned
ORD01651,2025-04-04,C1928,Female,55,Delhi,Dress,Floral Dress,3,499,10,1347.3,Net Banking,3.8,Cancelled
ORD01652,2025-09-10,C1102,Female,30,Mumbai,Accessories,Watch,1,1499,10,1349.1,Net Banking,3.6,Cancelled
ORD01653,2025-11-26,C1028,Male,22,Pune,Accessories,Handbag,3,2499,20,5997.6,UPI,4.5,Returned
